customer_id,customer_name,customer_segment
905,Tom Ashbrook,Home Office
906,Maris LaWare,Home Office
907,Mick Brown,Consumer
908,Chris McAfee,Consumer
909,Pete Kriz,Corporate
910,Juliana Krohn,Small Business
911,Rick Huthwaite,Corporate
912,Tamara Willingham,Home Office
913,Paul Van Hugh,Consumer
914,Carol Darley,Small Business
915,Fred Harton,Home Office
916,Andrew Allen,Corporate
917,Art Miller,Corporate
918,Lauren Leatherbury,Corporate
919,Greg Matthias,Home Office
920,Anthony Rawles,Small Business
921,Lauren Leatherbury,Home Office
922,Barry Blumstein,Small Business
923,Carol Darley,Home Office
924,Greg Matthias,Small Business
925,Christopher Martinez,Home Office
926,Roger Barcio,Corporate
927,Sung Pak,Small Business
928,Tim Brockman,Consumer
929,Resi Polking,Small Business
930,Roger Demir,Consumer
931,Tamara Manning,Corporate
932,Shaun Chance,Corporate
933,Sharelle Roach,Home Office
934,Ken Dana,Corporate
935,Ken Dana,Small Business
936,Laurel Workman,Home Office
937,Lisa Ryan,Home Office
938,Chloris Kastensmidt,Consumer
939,Lisa Hazard,Home Office
940,Mitch Gastineau,Small Business
941,Katharine Harms,Consumer
942,Matthew Grinstein,Small Business
943,Mitch Gastineau,Corporate
944,Maria Etezadi,Home Office
945,Sample Company A,Home Office
946,Sonia Cooley,Corporate
947,Sibella Parks,Small Business
948,Becky Pak,Corporate
949,Adam Shillingsburg,Corporate
950,Brooke Gillingham,Small Business
951,Tom Boeckenhauer,Corporate
952,Alex Russell,Home Office
953,Alejandro Ballentine,Small Business
954,Claire Good,Home Office
955,Alyssa Crouse,Corporate
956,Cassandra Brandow,Home Office
957,Adrian Barton,Small Business
958,Catherine Glotzbach,Home Office
959,Frank Olsen,Small Business
960,Alyssa Crouse,Home Office
961,Cari Sayre,Corporate
962,Alice McCarthy,Corporate
963,Frank Merwin,Consumer
964,Bruce Money,Corporate
965,Larry Tron,Home Office
966,Brian DeCherney,Corporate
967,Ann Steele,Corporate
968,Larry Tron,Corporate
969,Frank Merwin,Corporate
970,Anthony Jacobs,Home Office
971,Katrina Edelman,Corporate
972,Ruben Dartt,Corporate
973,Roy Phan,Consumer
974,Clay Cheatham,Small Business
975,Yoseph Carroll,Consumer
976,Raymond Book,Consumer
977,Alan Dominguez,Corporate
978,Stephanie Phelps,Consumer
979,Tonja Turnell,Consumer
980,Roy Phan,Corporate
981,Christopher Conant,Consumer
982,Andrew Roberts,Home Office
983,Cyma Kinney,Small Business
984,Christopher Conant,Home Office
985,Shui Tom,Home Office
986,Victoria Brennan,Small Business
987,Adrian Shami,Consumer
988,Shui Tom,Consumer
989,Harry Greene,Corporate
