row_id,order_id,order_date,order_priority,order_quantity,sales,discount,ship_mode,profit,unit_price,shipping_cost,customer_name,province,region,customer_segment,product_category,product_sub-category,product_name,product_container,product_base_margin,ship_date,shipping_days,profit_margin_pct,is_loss_making
7628,54567,2009-08-02,Medium,31,196.74,0.09,Regular Air,-61.59,6.28,5.41,Nicole Hansen,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,EldonÂ¨ 200 ClassÂª Desk Accessories,Small Box,0.53,2009-08-04,2,-31.305275998780115,True
7633,54628,2010-06-05,High,21,471.24,0.07,Regular Air,115.54,22.98,1.99,Fred Wasserman,Northwest Territories,Northwest Territories,Home Office,Technology,Computer Peripherals,"Memorex 80 Minute CD-R, 30/Pack",Small Pack,0.46,2010-06-06,1,24.51829216535099,False
7716,55298,2009-08-02,Critical,1,368.66,0.01,Delivery Truck,-165.6,300.98,64.73,Bryan Mills,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.56,2009-08-03,1,-44.91943796452015,True
7729,55363,2010-12-28,High,14,2232.06,0.03,Regular Air,542.16,155.06,7.07,Ralph Arnett,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Storage & Organization,"Dual Level, Single-Width Filing Carts",Small Box,0.59,2010-12-30,2,24.28966963253676,False
7730,55366,2012-10-10,Critical,7,387.17,0.1,Regular Air,-204.65,55.94,6.55,Doug Bickford,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Small Box,0.68,2012-10-11,1,-52.85791771056642,True
7787,55715,2011-04-02,Critical,28,168.57,0.02,Express Air,16.65,5.28,2.99,Eugene Barchas,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLockÂ¨ Ring Binders",Small Box,0.37,2011-04-04,2,9.87720234917245,False
7813,55875,2009-11-25,Critical,50,413.86,0.0,Regular Air,39.29,7.59,4.0,Brad Eason,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,"Master Giant FootÂ¨ Doorstop, Safety Yellow",Wrap Bag,0.42,2009-11-28,3,9.49354854298555,False
7814,55875,2009-11-25,Critical,31,178.45,0.09,Regular Air,-104.96,5.98,4.69,Brad Eason,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,"Perma STOR-ALLÂª Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Small Box,0.68,2009-11-25,0,-58.81759596525638,True
7894,56453,2012-04-11,Critical,1,2728.65,0.0,Delivery Truck,-5572.39,2550.14,29.7,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Epson DFX-8500 Dot Matrix Printer,Jumbo Drum,0.57,2012-04-12,1,-204.2178366591538,True
7993,57127,2010-02-16,Low,13,735.54,0.0,Regular Air,171.82,55.48,14.3,Ralph Knight,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 194,Small Box,0.37,2010-02-18,2,23.359708513473095,False
8024,57344,2010-09-24,High,47,1060.0605,0.1,Regular Air,-71.03,28.99,8.59,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Medium Box,0.56,2010-09-26,2,-6.7005609585490635,True
8057,57509,2009-02-21,Low,39,199.39,0.1,Express Air,101.13,4.91,0.5,Neola Schneider,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Labels,Avery 493,Small Box,0.36,2009-02-21,0,50.71969506996339,False
8058,57509,2009-02-21,Low,11,2770.35,0.09,Delivery Truck,-202.58,259.71,66.67,Neola Schneider,Northwest Territories,Northwest Territories,Home Office,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box,0.61,2009-02-26,5,-7.312433447037378,True
8073,57600,2012-11-11,Critical,32,1882.12,0.05,Regular Air,584.15,59.78,10.29,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Recycled Regency Composition Covers,Small Box,0.39,2012-11-13,2,31.036809555182455,False
8074,57600,2012-11-11,Critical,44,186.94,0.05,Regular Air,85.81,4.13,0.5,Grant Carroll,Prince Edward Island,Atlantic,Small Business,Office Supplies,Labels,Avery 506,Small Box,0.39,2012-11-13,2,45.90242858671231,False
8075,57600,2012-11-11,Critical,12,407.2,0.01,Regular Air,-8.42,30.98,17.08,Grant Carroll,Prince Edward Island,Atlantic,Small Business,Office Supplies,Paper,Xerox 197,Small Box,0.4,2012-11-13,2,-2.067779960707269,True
8124,58055,2011-10-27,Critical,26,208.6,0.0,Regular Air,-56.45,7.38,5.21,Julia West,Prince Edward Island,Atlantic,Consumer,Furniture,Office Furnishings,"EldonÂ¨ ExpressionsÂª Wood Desk Accessories, Oak",Small Box,0.56,2011-10-29,2,-27.061361457334613,True
8133,58144,2009-12-16,Low,29,778.38,0.01,Regular Air,257.32,26.38,5.86,Muhammed MacIntyre,Prince Edward Island,Atlantic,Small Business,Office Supplies,Paper,Xerox 1935,Small Box,0.39,2009-12-23,7,33.05840335054857,False
8136,58150,2010-05-07,Critical,24,60.36,0.03,Regular Air,-119.62,2.16,6.05,Susan Vittorini,Prince Edward Island,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Small Box,0.37,2010-05-07,0,-198.17760106030485,True
8159,58340,2011-01-08,Medium,36,1936.3,0.03,Regular Air,278.12,50.98,13.66,Sylvia Foulston,Prince Edward Island,Atlantic,Corporate,Office Supplies,Appliances,Eureka The BossÂ¨ Cordless Rechargeable Stick Vac,Small Box,0.58,2011-01-09,1,14.363476733977173,False
8162,58368,2012-07-09,High,4,14.23,0.0,Regular Air,-4.43,2.08,5.33,Doug Bickford,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,EldonÂ¨ Wave Desk Accessories,Small Box,0.43,2012-07-11,2,-31.13141250878426,True
8163,58368,2012-07-09,High,39,272.07,0.02,Regular Air,-206.46,6.48,9.54,Doug Bickford,Prince Edward Island,Atlantic,Corporate,Office Supplies,Paper,Xerox 1905,Small Box,0.37,2012-07-10,1,-75.88488256698643,True
8164,58368,2012-07-09,High,5,325.43,0.09,Express Air,-76.11,64.98,6.88,Doug Bickford,Prince Edward Island,Atlantic,Corporate,Office Supplies,Storage & Organization,Fellowes Bankers BoxÂª StaxonsteelÂ¨ Drawer File/Stacking System,Small Box,0.73,2012-07-09,0,-23.387518053037518,True
8176,58434,2009-03-09,High,42,843.53,0.04,Regular Air,268.32,19.23,6.15,Dorothy Badders,Prince Edward Island,Atlantic,Home Office,Furniture,Office Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",Small Pack,0.44,2009-03-10,1,31.809182838784633,False
8197,58626,2011-12-30,High,23,6641.14,0.05,Delivery Truck,673.77,300.98,64.73,Henry Goldwyn,Prince Edward Island,Atlantic,Small Business,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.56,2012-01-01,2,10.145396724056411,False
8198,58626,2011-12-30,High,21,10469.03,0.07,Delivery Truck,2608.72,500.98,26.0,Henry Goldwyn,Prince Edward Island,Atlantic,Small Business,Furniture,Chairs & Chairmats,Global TroyÂª Executive Leather Low-Back Tilter,Jumbo Drum,0.6,2012-01-02,3,24.918449942353778,False
8199,58626,2011-12-30,High,18,835.55,0.04,Regular Air,171.59,45.19,1.99,Henry Goldwyn,Prince Edward Island,Atlantic,Small Business,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Small Pack,0.55,2011-12-31,1,20.536173777751184,False
8208,58688,2009-03-29,Not Specified,18,215.93,0.08,Regular Air,-41.87,11.97,5.81,Grant Carroll,Prince Edward Island,Atlantic,Small Business,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener,Small Pack,0.6,2009-03-31,2,-19.390543231602834,True
8256,59045,2011-02-13,Critical,30,140.24,0.05,Regular Air,32.87,4.55,1.49,Chad Cunningham,Prince Edward Island,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,Small Box,0.35,2011-02-15,2,23.438391329150022,False
8257,59047,2011-01-28,Not Specified,10,266.94,0.09,Regular Air,19.2,28.48,1.99,Beth Thompson,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,2011-01-28,0,7.192627556754327,False
8258,59047,2011-01-28,Not Specified,26,113.85,0.06,Regular Air,-93.93,4.14,6.6,Beth Thompson,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,Eldon Image Series Black Desk Accessories,Small Box,0.49,2011-01-30,2,-82.50329380764164,True
8282,59202,2012-09-08,Medium,7,83.81,0.09,Regular Air,21.92,12.53,0.5,Andrew Gjertsen,Prince Edward Island,Atlantic,Consumer,Office Supplies,Labels,Avery 485,Small Box,0.38,2012-09-08,0,26.154396850017896,False
8283,59202,2012-09-08,Medium,36,218.81,0.03,Regular Air,7.45,5.85,2.27,Andrew Gjertsen,Prince Edward Island,Atlantic,Consumer,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",Wrap Bag,0.56,2012-09-09,1,3.4047804030894384,False
8290,59207,2009-05-18,Critical,42,9502.736,0.02,Delivery Truck,-945.56,280.98,81.98,Sylvia Foulston,Prince Edward Island,Atlantic,Corporate,Furniture,Tables,Global AdaptabilitiesÂª Conference Tables,Jumbo Box,0.78,2009-05-18,0,-9.950397443431028,True
8294,59234,2012-07-29,Low,32,5686.25,0.04,Regular Air,2109.21,177.98,0.99,Michelle Lonsdale,Prince Edward Island,Atlantic,Corporate,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,Small Box,0.56,2012-08-02,4,37.09316333260057,False
8295,59234,2012-07-29,Low,16,797.24,0.04,Delivery Truck,11.46,50.98,14.19,Michelle Lonsdale,Prince Edward Island,Atlantic,Corporate,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.56,2012-08-03,5,1.4374592343585368,False
8314,59395,2012-04-22,Critical,20,963.3,0.06,Express Air,367.12,48.04,7.23,Cari Schnelling,Prince Edward Island,Atlantic,Small Business,Office Supplies,Paper,Xerox 1885,Small Box,0.37,2012-04-24,2,38.11066126855601,False
8333,59558,2012-07-16,Not Specified,34,94.56,0.0,Regular Air,37.73,2.61,0.5,Henry Goldwyn,Prince Edward Island,Atlantic,Small Business,Office Supplies,Labels,Avery 479,Small Box,0.39,2012-07-19,3,39.900592216582055,False
8337,59585,2012-09-22,High,45,712.04,0.07,Regular Air,-110.93,15.99,9.4,Edward Hooks,Prince Edward Island,Atlantic,Consumer,Technology,Office Machines,"AT&T Black Trimline Phone, Model 210",Small Box,0.49,2012-09-23,1,-15.579180944890737,True
8344,59651,2010-05-20,Critical,36,283.21,0.08,Regular Air,-196.06,8.04,8.94,Brendan Dodson,Prince Edward Island,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,2010-05-22,2,-69.22778150489037,True
8345,59651,2010-05-20,Critical,18,45.8,0.04,Regular Air,-52.92,2.23,4.57,Brendan Dodson,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,Eldon PizzazÂª Desk Accessories,Small Pack,0.41,2010-05-22,2,-115.54585152838429,True
105,645,2009-12-02,High,42,557.85,0.05,Regular Air,89.45,12.95,4.98,Harold Engle,Prince Edward Island,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,GBC Binding covers,Small Box,0.4,2009-12-04,2,16.034776373577127,False
115,769,2010-06-01,Medium,37,4261.94,0.02,Delivery Truck,4.15,115.99,56.14,Roy French,Prince Edward Island,Atlantic,Consumer,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jumbo Drum,0.4,2010-06-02,1,0.09737349657667638,False
119,773,2010-09-25,Medium,38,2071.3395,0.06,Regular Air,324.93,65.99,8.99,Helen Abelman,Prince Edward Island,Atlantic,Home Office,Technology,Telephones and Communication,Talkabout T8367,Small Box,0.56,2010-09-26,1,15.686950400936205,False
180,1187,2012-11-19,Medium,14,222.91,0.05,Regular Air,20.21,15.98,4.0,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.37,2012-11-20,1,9.066439370149387,False
342,2339,2010-12-14,Low,12,1634.98,0.09,Regular Air,-120.45,140.85,19.99,Jennifer Braxton,Prince Edward Island,Atlantic,Small Business,Office Supplies,Storage & Organization,"Fellowes Strictly BusinessÂ¨ Drawer File, Letter/Legal Size",Small Box,0.73,2010-12-16,2,-7.367062594037847,True
510,3521,2012-10-25,Low,50,204.11,0.06,Regular Air,28.71,4.28,0.94,Giulietta Baptist,Prince Edward Island,Atlantic,Home Office,Office Supplies,Pens & Art Supplies,Newell 336,Wrap Bag,0.56,2012-10-27,2,14.06594483366812,False
587,4007,2010-06-17,High,18,1038.4,0.01,Regular Air,112.36,56.96,13.22,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Office Supplies,Appliances,"ConquestÂª 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Small Box,0.56,2010-06-18,1,10.820493066255777,False
588,4007,2010-06-17,High,1,305.82,0.05,Regular Air,-232.24,279.48,35.0,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Office Supplies,Storage & Organization,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Large Box,0.8,2010-06-18,1,-75.9400954810019,True
632,4416,2012-06-29,Low,46,7441.29,0.1,Regular Air,2665.4,165.98,19.99,Erica Bern,Prince Edward Island,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,GBC DocuBind P100 Manual Binding Machine,Small Box,0.4,2012-07-03,4,35.819058254684336,False
636,4454,2009-02-01,Low,17,55.45,0.01,Regular Air,21.42,3.08,0.5,Erica Bern,Prince Edward Island,Atlantic,Corporate,Office Supplies,Labels,Avery 497,Small Box,0.37,2009-02-06,5,38.629395852119025,False
719,5153,2011-08-25,Critical,37,4896.93,0.04,Express Air,1467.82,128.24,12.65,Helen Abelman,Prince Edward Island,Atlantic,Home Office,Furniture,Chairs & Chairmats,SAFCO Folding Chair Trolley,Medium Box,0.6,2011-08-27,2,29.97429001435593,False
762,5446,2009-06-20,Low,42,433.68,0.07,Regular Air,44.1,10.98,4.8,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Small Box,0.36,2009-06-27,7,10.168788046485888,False
1106,8131,2010-05-03,Critical,24,717.29,0.01,Regular Air,191.29,29.89,1.99,Helen Abelman,Prince Edward Island,Atlantic,Home Office,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5,2010-05-03,0,26.66843257259965,False
1225,8994,2009-04-07,Low,36,1423.35,0.1,Regular Air,-580.32,40.48,19.99,Christopher Schild,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Small Box,0.77,2009-04-09,2,-40.77141953841291,True
1241,9027,2011-09-02,Low,30,932.892,0.05,Regular Air,458.98,35.99,0.99,Roy French,Prince Edward Island,Atlantic,Consumer,Technology,Telephones and Communication,Accessory31,Small Pack,0.35,2011-09-11,9,49.199692997688906,False
1264,9216,2011-04-14,Medium,36,5977.63,0.1,Delivery Truck,-86.68,180.98,55.24,Roy French,Prince Edward Island,Atlantic,Consumer,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,Jumbo Drum,0.57,2011-04-16,2,-1.4500730222512936,True
1302,9537,2011-02-13,Not Specified,6,906.02,0.1,Delivery Truck,-382.38,150.98,66.27,Jennifer Braxton,Prince Edward Island,Atlantic,Small Business,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65,2011-02-15,2,-42.20436634952871,True
1303,9537,2011-02-13,Not Specified,43,170.88,0.01,Regular Air,-149.09,3.81,5.44,Jennifer Braxton,Prince Edward Island,Atlantic,Small Business,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Small Box,0.36,2011-02-15,2,-87.24836142322097,True
1307,9574,2011-07-30,Medium,40,434.62,0.08,Regular Air,-68.98,11.5,7.19,Joy Smith,Prince Edward Island,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.4,2011-07-31,1,-15.871335879618977,True
1442,10435,2010-08-10,Medium,38,871.25,0.06,Regular Air,-14.31,22.99,8.99,Evan Minnotte,Prince Edward Island,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Boston KS Multi-Size Manual Pencil Sharpener,Small Pack,0.57,2010-08-12,2,-1.642467718794835,True
1443,10435,2010-08-10,Medium,46,537.87,0.05,Regular Air,-162.24,11.66,7.95,Evan Minnotte,Prince Edward Island,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,"Hunt BOSTONÂ¨ VistaÂ¨ Battery-Operated Pencil Sharpener, Black",Small Pack,0.58,2010-08-11,1,-30.163422388309442,True
1501,10851,2009-04-06,High,50,608.21,0.09,Regular Air,-175.13,12.88,4.59,Jenna Caffey,Prince Edward Island,Atlantic,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Martin-Yale Premier Letter Opener,Wrap Bag,0.82,2009-04-06,0,-28.794330905443843,True
1503,10852,2010-10-26,High,17,285.84,0.02,Regular Air,-27.26,15.28,10.91,Harold Engle,Prince Edward Island,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Recycled Premium Regency Composition Covers,Small Box,0.36,2010-10-28,2,-9.536803806325217,True
1504,10852,2010-10-26,High,40,12450.48,0.01,Delivery Truck,3030.16,300.98,54.92,Harold Engle,Prince Edward Island,Atlantic,Home Office,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Jumbo Box,0.55,2010-10-27,1,24.337696217334592,False
1560,11269,2012-05-26,Low,39,2083.0525,0.09,Express Air,354.96,65.99,5.99,Harold Engle,Prince Edward Island,Atlantic,Home Office,Technology,Telephones and Communication,i1000,Small Box,0.58,2012-05-30,4,17.040377042825373,False
1561,11269,2012-05-26,Low,49,233.28,0.04,Regular Air,112.35,4.91,0.5,Harold Engle,Prince Edward Island,Atlantic,Home Office,Office Supplies,Labels,Avery 493,Small Box,0.36,2012-06-02,7,48.16100823045267,False
1562,11269,2012-05-26,Low,1,47.01,0.09,Regular Air,-19.32,27.75,19.99,Harold Engle,Prince Edward Island,Atlantic,Home Office,Office Supplies,Storage & Organization,Fellowes Super Stor/DrawerÂ¨,Small Box,0.67,2012-06-02,7,-41.09763880025527,True
1571,11362,2012-09-10,Low,32,3245.73,0.09,Regular Air,569.57,110.98,13.99,Hilary Holden,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Medium Box,0.69,2012-09-12,2,17.548286517979008,False
1572,11362,2012-09-10,Low,27,63.02,0.07,Regular Air,-119.66,2.18,5.0,Hilary Holden,Prince Edward Island,Atlantic,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",*Staples* Letter Opener,Wrap Bag,0.81,2012-09-12,2,-189.8762297683275,True
1573,11362,2012-09-10,Low,9,6420.87,0.02,Regular Air,-690.21,699.99,24.49,Hilary Holden,Prince Edward Island,Atlantic,Corporate,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41,2012-09-15,5,-10.749477874493644,True
1574,11362,2012-09-10,Low,25,2407.693,0.04,Regular Air,424.14,110.99,8.99,Hilary Holden,Prince Edward Island,Atlantic,Corporate,Technology,Telephones and Communication,LX 677,Small Box,0.57,2012-09-14,4,17.616033273345064,False
1659,11968,2011-03-16,Low,31,109.49,0.04,Regular Air,26.09,3.38,0.85,Christopher Schild,Prince Edward Island,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Avery Hi-LiterÂ¨ Fluorescent Desk Style Markers,Wrap Bag,0.48,2011-03-16,0,23.82866015161202,False
1712,12293,2011-06-18,High,31,283.17,0.0,Regular Air,119.64,8.74,1.39,Harold Engle,Prince Edward Island,Atlantic,Home Office,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,2011-06-19,1,42.25023837270897,False
1783,12773,2011-01-11,Low,6,17.0,0.07,Regular Air,-4.61,2.78,1.49,Greg Guthrie,Prince Edward Island,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,Acco Suede Grain Vinyl Round Ring Binder,Small Box,0.39,2011-01-13,2,-27.117647058823533,True
1784,12773,2011-01-11,Low,15,67.41,0.04,Regular Air,-49.6,4.14,6.6,Greg Guthrie,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,Eldon Image Series Black Desk Accessories,Small Box,0.49,2011-01-20,9,-73.57958759827919,True
1785,12773,2011-01-11,Low,19,130.67,0.05,Regular Air,-77.18,6.48,7.86,Greg Guthrie,Prince Edward Island,Atlantic,Corporate,Office Supplies,Paper,Xerox 213,Small Box,0.37,2011-01-16,5,-59.06481977500575,True
1786,12773,2011-01-11,Low,21,77.62,0.01,Regular Air,-50.88,3.28,3.97,Greg Guthrie,Prince Edward Island,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,2011-01-16,5,-65.55011594949755,True
1810,12934,2009-03-05,Not Specified,45,440.39,0.05,Regular Air,186.64,9.78,1.39,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,0.39,2009-03-06,1,42.38061718022662,False
1811,12934,2009-03-05,Not Specified,27,96.99,0.02,Express Air,-66.35,3.28,3.97,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 337,Wrap Bag,0.56,2009-03-06,1,-68.4091143416847,True
1826,13120,2009-12-14,Low,46,590.43,0.09,Regular Air,82.59,12.95,4.98,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,GBC Binding covers,Small Box,0.4,2009-12-21,7,13.988110360245924,False
1827,13120,2009-12-14,Low,8,216.33,0.0,Regular Air,-17.37,24.92,12.98,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,GBC Standard Therm-A-Bind Covers,Small Box,0.39,2009-12-14,0,-8.029399528498127,True
1896,13604,2009-02-02,Not Specified,38,3152.75,0.04,Regular Air,1166.4,83.1,6.13,Erica Bern,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box,0.45,2009-02-04,2,36.99627309491714,False
1897,13604,2009-02-02,Not Specified,42,3609.88,0.07,Regular Air,-1396.22,90.98,56.2,Erica Bern,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Medium Box,0.74,2009-02-05,3,-38.67773998027635,True
1947,13927,2009-08-26,Low,26,188.05,0.04,Express Air,-21.41,6.48,5.16,Dan Reichenbach,Prince Edward Island,Atlantic,Corporate,Office Supplies,Paper,Xerox 1985,Small Box,0.37,2009-09-02,7,-11.385269875033234,True
2104,15044,2012-03-06,Low,42,1681.6,0.07,Regular Air,167.37,39.99,10.25,Erica Bern,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Small Box,0.55,2012-03-10,4,9.953020932445291,False
2124,15139,2009-11-19,High,17,5203.9,0.07,Delivery Truck,636.2,300.98,64.73,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,0.56,2009-11-21,2,12.22544629989047,False
2125,15139,2009-11-19,High,33,744.12,0.01,Delivery Truck,-1163.21,20.98,45.0,Guy Armstrong,Prince Edward Island,Atlantic,Corporate,Office Supplies,Storage & Organization,"Tennsco Lockers, Sand",Jumbo Drum,0.61,2009-11-19,0,-156.32021716927377,True
2158,15463,2010-07-24,Low,48,293.3,0.04,Express Air,-193.48,5.98,7.5,Evan Minnotte,Prince Edward Island,Atlantic,Corporate,Office Supplies,Paper,Xerox 1920,Small Box,0.4,2010-07-26,2,-65.96658711217184,True
2164,15618,2010-08-04,Medium,9,50.93,0.06,Regular Air,-34.98,5.28,6.26,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Paper,Xerox 1928,Small Box,0.4,2010-08-07,3,-68.68250539956803,True
2165,15618,2010-08-04,Medium,44,792.8,0.08,Regular Air,26.27,18.97,9.54,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Paper,Xerox 1939,Small Box,0.37,2010-08-06,2,3.3135721493440973,False
2166,15618,2010-08-04,Medium,14,782.4505,0.06,Regular Air,-11.4,65.99,3.99,Joy Smith,Prince Edward Island,Atlantic,Consumer,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,2010-08-06,2,-1.4569611751797718,True
2227,16100,2011-03-07,Medium,44,226.18,0.01,Regular Air,-115.54,4.82,5.72,Paul Gonzalez,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers,Small Pack,0.47,2011-03-08,1,-51.08320806437351,True
2269,16320,2011-10-20,Not Specified,17,1856.9695,0.0,Regular Air,176.87,125.99,8.08,Filia McAdams,Prince Edward Island,Atlantic,Small Business,Technology,Telephones and Communication,M3682,Small Box,0.57,2011-10-22,2,9.524658320990195,False
2278,16419,2009-08-04,Not Specified,43,241.19,0.08,Regular Air,-103.65,5.78,5.67,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Paper,Xerox 1978,Small Box,0.36,2009-08-05,1,-42.97441850823002,True
2362,17090,2010-04-28,Low,30,4177.52,0.04,Delivery Truck,-443.78,140.98,36.09,Greg Guthrie,Prince Edward Island,Atlantic,Corporate,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",Jumbo Box,0.77,2010-04-30,2,-10.623049081751851,True
2363,17090,2010-04-28,Low,26,3351.08,0.05,Delivery Truck,-1086.43,122.99,70.2,Greg Guthrie,Prince Edward Island,Atlantic,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,2010-05-03,5,-32.42029435286535,True
2391,17315,2009-04-22,Low,29,159.11,0.07,Regular Air,64.01,5.43,0.95,Joy Smith,Prince Edward Island,Atlantic,Consumer,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",Wrap Bag,0.36,2009-04-26,4,40.230029539312426,False
2395,17376,2011-12-04,High,44,1127.81,0.1,Regular Air,425.08,28.48,1.99,Joy Smith,Prince Edward Island,Atlantic,Corporate,Technology,Computer Peripherals,"Memorex 4.7GB DVD+RW, 3/Pack",Small Pack,0.4,2011-12-06,2,37.69074578164762,False
2506,18210,2010-08-06,Not Specified,27,9293.82,0.08,Regular Air,2437.17,363.25,19.99,Greg Guthrie,Prince Edward Island,Atlantic,Small Business,Office Supplies,Appliances,Hoover WindTunnelÂª Plus Canister Vacuum,Small Box,0.57,2010-08-07,1,26.223555007521128,False
